Date	RX Average	RX Peak	TX Average	TX Peak	RX90	TX90
2014/04/04 19:00 	89840045 	687305215 	38270858 	773951931 	131977284 	57735543
2014/04/05 19:00 	136334677 	878141712 	43979058 	644761633 	261063337 	46913365
2014/04/06 19:00 	340035758 	1042507468 	65275319 	826444423 	698614408 	121560711
2014/04/07 19:00 	316203906 	938918877 	118379851 	890940176 	629558885 	179920827
2014/04/08 19:00 	316808207 	875127398 	208785126 	905439129 	650183543 	707845836
2014/04/09 19:00 	316822388 	995752993 	145592600 	982997127 	646351529 	417592217
2014/04/10 19:00 	291744623 	1174159666 	102317503 	936096153 	621738870 	337209412
2014/04/11 19:00 	89811511 	674023764 	66103920 	888745846 	133033915 	79440793
2014/04/12 19:00 	187798150 	843395207 	65679383 	688703726 	382463419 	217636795
2014/04/13 19:00 	330011865 	995998616 	67015343 	827636359 	676280012 	143765571
2014/04/14 19:00 	380335210 	1398553633 	92909503 	839412804 	1159873638 	218299937
2014/04/15 19:00 	294223023 	865401036 	144513317 	909518540 	612087466 	550966442
2014/04/16 19:00 	330968645 	1137753156 	150200298 	898640997 	620495256 	464042086
2014/04/17 19:00 	354458902 	1051025031 	89329975 	877437439 	732569667 	193990382
2014/04/18 19:00 	95897189 	644789486 	23537244 	128042358 	142797141 	30663986
2014/04/19 19:00 	143579662 	735424443 	36124900 	727708602 	330610926 	36882329
2014/04/20 19:00 	313663172 	1103471547 	61926115 	756726306 	640012662 	118199636
2014/04/21 19:00 	311721965 	1058507433 	65741828 	849452338 	633643246 	112175786
2014/04/22 19:00 	302860540 	919701333 	190976227 	1248255863 	629321727 	806459561
2014/04/23 19:00 	298404002 	800923033 	177206976 	953507566 	626737663 	735130452
2014/04/24 19:00 	257627782 	835253998 	150356759 	888075161 	569806540 	431334058
2014/04/25 19:00 	81464457 	688268458 	68591698 	787990801 	130165793 	318200148
2014/04/26 19:00 	132392504 	880306585 	63341339 	484835361 	222127273 	278344464
2014/04/27 19:00 	311463924 	1008535005 	120420117 	1285761672 	664113219 	472254019
2014/04/28 19:00 	302071621 	1097061512 	133675991 	1254889437 	658476782 	439521962
